url,city,state,street_address,zipcode,bed,bath,sqft,lotsize,price,property_type,hoa_monthly,price_per_sqft,parking_space,year,median_home_price,median_selling_price,mhp_per_sqft,school_district,broker
/realestateandhomes-detail/2710-Cedar-St_Berkeley_CA_94708_M29295-80586,berkeley,CA,2710 cedar st,94708,4.0,3.0,3119.0,7936.0,2895000.0,single family,,928.0,2 ,1956.0,948500.0,965000.0,975.0,berkeley (510) 644-6150,-
/realestateandhomes-detail/2128-Sacramento-St_Berkeley_CA_94702_M28023-91924,berkeley,CA,2128 sacramento st,94702,3.0,1.5,1344.0,5998.0,980000.0,single family,,729.0,2 ,1930.0,1095000.0,1237500.0,860.0,alameda,-
/realestateandhomes-detail/1479-Olympus-Ave_Berkeley_CA_94708_M99341-65115,berkeley,CA,1479 olympus ave,94708,3.0,2.0,1680.0,5574.0,1680000.0,single family,,1000.0,2 ,1952.0,1300000.0,1915000.0,804.0,-,coldwell banker realty
/realestateandhomes-detail/2209-5th-St-A_Berkeley_CA_94710_M99130-51363,berkeley,CA,2209 fifth st unit a,94710,2.0,2.0,1448.0,7619.0,1195000.0,condo,965.0,825.0,1 ,2005.0,1095000.0,1237500.0,860.0,berkeley (510) 644-6150,-
/realestateandhomes-detail/808-Allston-Way_Berkeley_CA_94710_M28082-42677,berkeley,CA,808 allston way,94710,4.0,1.5,1226.0,4500.0,899000.0,single family,,733.0,1 ,1890.0,1095000.0,1237500.0,860.0,-,bay area dream homes
/realestateandhomes-detail/1154-Spruce-St_Berkeley_CA_94707_M11696-47813,berkeley,CA,1154 spruce st,94707,3.0,2.0,1659.0,5400.0,1000000.0,single family,,603.0,,1926.0,1350000.0,,893.0,berkeley (510) 644-6150,berkeley hills realty
/realestateandhomes-detail/2824-Benvenue-Ave_Berkeley_CA_94705_M26157-26818,berkeley,CA,2824 benvenue ave,94705,4.0,3.0,2993.0,7400.0,2275000.0,single family,,760.0,,1906.0,1495000.0,1550000.0,691.0,-,-
/realestateandhomes-detail/3024-Stanton-St_Berkeley_CA_94702_M25672-81093,berkeley,CA,3024 stanton st,94702,3.0,3.0,2155.0,4000.0,1599000.0,single family,,742.0,,1920.0,1095000.0,1237500.0,860.0,berkeley unified,-
/realestateandhomes-detail/2948-Pine-Ave_Berkeley_CA_94705_M25371-32945,berkeley,CA,2948 pine ave,94705,3.0,2.0,1312.0,4321.0,1800000.0,single family,,1372.0,,1907.0,1495000.0,1550000.0,691.0,-,-
/realestateandhomes-detail/1349-Neilson-St_Berkeley_CA_94702_M24632-01412,berkeley,CA,1349 neilson st,94702,2.0,2.0,786.0,2100.0,750000.0,single family,,954.0,,1948.0,1095000.0,1237500.0,860.0,-,-
/realestateandhomes-detail/2161-N-Valley-St_Berkeley_CA_94702_M28633-59006,berkeley,CA,2161 n valley st,94702,3.0,1.5,1186.0,3395.0,1388000.0,single family,,1170.0,,1923.0,1095000.0,1237500.0,860.0,-,compass
/realestateandhomes-detail/1815-Allston-Way_Berkeley_CA_94703_M28433-84461,berkeley,CA,1815 allston way,94703,3.0,2.0,1388.0,3400.0,1379000.0,single family,,994.0,,1904.0,1425000.0,1400000.0,766.0,-,golden gate sotheby's international realty
/realestateandhomes-detail/1326-Blake-St_Berkeley_CA_94702_M26913-39415,berkeley,CA,1326 blake st,94702,5.0,2.0,1614.0,5702.0,1100000.0,single family,,682.0,1 ,1934.0,1095000.0,1237500.0,860.0,alameda,-
/realestateandhomes-detail/1355-Carlotta-Ave_Berkeley_CA_94703_M10765-20223,berkeley,CA,1355 carlotta ave,94703,4.0,3.0,2200.0,3168.0,1749000.0,single family,,795.0,1 ,1918.0,1145000.0,1515000.0,873.0,-,-
/realestateandhomes-detail/1508-Stuart-St_Berkeley_CA_94703_M26131-18202,berkeley,CA,1508 stuart st,94703,5.0,3.0,1902.0,5400.0,1349000.0,multi-family,,709.0,2 ,1921.0,1048000.0,1285000.0,809.0,berkeley (510) 644-6150,-
/realestateandhomes-detail/2322-Acton-St_Berkeley_CA_94702_M27696-72427,berkeley,CA,2322 acton st,94702,4.0,3.0,2242.0,3605.0,1750000.0,single family,,781.0,1 ,1947.0,1095000.0,1237500.0,860.0,-,-
/realestateandhomes-detail/1636-Stannage-Ave_Berkeley_CA_94702_M92124-34801,berkeley,CA,1636 stannage ave,94702,3.0,2.0,1499.0,3300.0,1395000.0,single family,,931.0,1 ,1925.0,1095000.0,1237500.0,860.0,-,compass
/realestateandhomes-detail/2533-Dana-St_Berkeley_CA_94704_M27095-25195,berkeley,CA,2533 dana st,94704,4.0,3.0,2590.0,5580.0,1695000.0,single family,,654.0,2 ,1908.0,1048000.0,1285000.0,809.0,berkeley (510) 644-6150,-
/realestateandhomes-detail/1685-Tacoma-Ave_Berkeley_CA_94707_M12618-81021,berkeley,CA,1685 tacoma ave,94707,2.0,2.0,1087.0,3159.0,1350000.0,single family,,1242.0,,1925.0,1095000.0,1495000.0,862.0,-,berkeley hills realty
/realestateandhomes-detail/7720-Donohue-Dr_Dublin_CA_94568_M24205-22737,dublin,CA,7720 donohue dr,94568,3.0,2.0,1116.0,6600.0,1199999.0,single family,,1075.0,2 ,1960.0,1248500.0,1252500.0,807.0,-,-
/realestateandhomes-detail/4793-N-Spago-Dr_Dublin_CA_94568_M15851-63376,dublin,CA,4793 n spago dr,94568,3.0,2.5,2089.0,3783.0,1725000.0,single family,89.0,826.0,2 ,2013.0,2049500.0,2437500.0,772.0,-,-
/realestateandhomes-detail/3307-Longmeadow-Pl_Dublin_CA_94568_M27937-10702,dublin,CA,3307 longmeadow pl,94568,4.0,2.5,2366.0,5352.0,1780000.0,single family,86.0,752.0,3 ,2000.0,1288444.0,1195000.0,612.0,-,-
/realestateandhomes-detail/7686-Arbor-Creek-Cir_Dublin_CA_94568_M23355-93654,dublin,CA,7686 arbor creek cir,94568,2.0,1.5,963.0,2313.0,769000.0,townhome,210.0,799.0,2 ,1986.0,1599000.0,1437500.0,699.0,-,re/max accord
/realestateandhomes-detail/8051-Crossridge-Rd_Dublin_CA_94568_M11927-84889,dublin,CA,8051 crossridge rd,94568,5.0,2.5,2487.0,5666.0,1649000.0,single family,,663.0,2 ,1988.0,,,,-,coldwell banker realty
/realestateandhomes-detail/4101-Doak-Ct_Dublin_CA_94568_M25714-01165,dublin,CA,4101 doak ct,94568,4.0,2.5,2009.0,3290.0,1399000.0,single family,155.0,696.0,2 ,2000.0,,,,dublin (925) 828-2551,-
/realestateandhomes-detail/7527-Frederiksen-Ln_Dublin_CA_94568_M25800-95502,dublin,CA,7527 frederiksen ln,94568,3.0,2.0,1053.0,6504.0,1199000.0,single family,,1139.0,2 ,1964.0,1248500.0,1252500.0,807.0,-,-
/realestateandhomes-detail/3592-Rocking-Horse-Ct_Dublin_CA_94568_M26287-45257,dublin,CA,3592 rocking horse ct,94568,4.0,2.5,2079.0,3230.0,1349000.0,single family,84.0,649.0,2 ,2007.0,,,,-,-
/realestateandhomes-detail/7919-Peppertree-Rd_Dublin_CA_94568_M23491-58457,dublin,CA,7919 peppertree rd,94568,4.0,2.0,2016.0,7065.0,1449000.0,single family,,719.0,2 ,1966.0,1599000.0,1437500.0,699.0,-,-
/realestateandhomes-detail/4382-Sunset-View-Dr_Dublin_CA_94568_M10936-79613,dublin,CA,4382 sunset view dr,94568,4.0,2.5,2102.0,4003.0,1799000.0,single family,72.0,856.0,2 ,2015.0,,,,-,sereno
/realestateandhomes-detail/4621-Myrtle-Dr_Dublin_CA_94568_M25471-03771,dublin,CA,4621 myrtle dr,94568,3.0,3.0,1768.0,4360.0,1479000.0,single family,,837.0,2 ,1997.0,,,,alameda,-
/realestateandhomes-detail/5708-Penwood-Ln_Dublin_CA_94568_M28508-02126,dublin,CA,5708 penwood ln,94568,5.0,3.0,3531.0,7610.0,2288000.0,single family,86.0,648.0,3 ,2000.0,1288444.0,1195000.0,612.0,dublin (925) 828-2551,-
/realestateandhomes-detail/7564-Kilrush-Ave_Dublin_CA_94568_M25104-45456,dublin,CA,7564 kilrush ave,94568,3.0,2.0,1116.0,7531.0,1299999.0,single family,,1165.0,2 ,1962.0,1248500.0,1252500.0,807.0,dublin (925) 828-2551,compass
/realestateandhomes-detail/6729-Birch-Ct_Dublin_CA_94568_M26340-93853,dublin,CA,6729 birch ct,94568,3.0,2.0,1434.0,7510.0,1150000.0,single family,,802.0,2 ,1967.0,1199999.0,1250000.0,781.0,dublin (925) 828-2551,-
/realestateandhomes-detail/6409-Ebensburg-Ln_Dublin_CA_94568_M26754-96315,dublin,CA,6409 ebensburg ln,94568,4.0,2.5,1830.0,5135.0,1349000.0,single family,,737.0,2 ,1966.0,1199999.0,1250000.0,781.0,-,-
/realestateandhomes-detail/7820-Gardella-Dr_Dublin_CA_94568_M25336-62138,dublin,CA,7820 gardella dr,94568,3.0,2.0,1116.0,6510.0,1199000.0,single family,,1074.0,2 ,1960.0,1248500.0,1252500.0,807.0,-,compass
/realestateandhomes-detail/7431-Emerald-Ave_Dublin_CA_94568_M26533-23079,dublin,CA,7431 emerald ave,94568,4.0,2.0,1807.0,6613.0,1199995.0,single family,,664.0,2 ,1973.0,1248500.0,1252500.0,807.0,-,compass
/realestateandhomes-detail/6701-Elm-Ct_Dublin_CA_94568_M26667-01553,dublin,CA,6701 elm ct,94568,4.0,2.5,1806.0,6746.0,1350000.0,single family,,748.0,2 ,1967.0,1199999.0,1250000.0,781.0,-,-
/realestateandhomes-detail/4308-Clarinbridge-Cir_Dublin_CA_94568_M16448-29911,dublin,CA,4308 clarinbridge cir,94568,2.0,2.5,1401.0,0.43,849999.0,condo,357.0,607.0,,2003.0,1288444.0,1195000.0,612.0,-,-
/realestateandhomes-detail/7860-Shady-Creek-Rd_Dublin_CA_94568_M12433-92039,dublin,CA,7860 shady creek rd,94568,4.0,2.5,2040.0,8245.0,1599950.0,single family,,784.0,2 ,1988.0,,,,dublin (925) 828-2551,compass
/realestateandhomes-detail/11825-Dublin-Green-Dr_Dublin_CA_94568_M25158-49017,dublin,CA,11825 dublin green dr,94568,4.0,2.5,1855.0,7088.0,1398000.0,single family,,754.0,2 ,1976.0,1599000.0,1437500.0,699.0,-,-
/realestateandhomes-detail/5991-Sterling-St_Dublin_CA_94568_M91586-61381,dublin,CA,5991 sterling st,94568,4.0,3.0,2451.0,2710.0,1549000.0,single family,160.0,632.0,2 ,2020.0,1512056.0,1185000.0,629.0,-,-
/realestateandhomes-detail/7865-Tamarack-Dr_Dublin_CA_94568_M25837-47565,dublin,CA,7865 tamarack dr,94568,3.0,2.0,1332.0,7014.0,1229000.0,single family,,923.0,2 ,1961.0,1248500.0,1252500.0,807.0,-,-
/realestateandhomes-detail/5553-Barrel-Ct_Dublin_CA_94568_M90227-82621,dublin,CA,5553 barrel ct,94568,3.0,3.0,2118.0,5426.0,1088000.0,townhome,352.0,514.0,,2020.0,,,,-,-
/realestateandhomes-detail/6984-Amador-Valley-Blvd_Dublin_CA_94568_M26039-82971,dublin,CA,6984 amador valley blvd,94568,3.0,2.0,1249.0,5399.0,750000.0,single family,,600.0,2 ,1968.0,1199999.0,1250000.0,781.0,-,-
/realestateandhomes-detail/3450-Cydonia-Ct_Dublin_CA_94568_M11018-70019,dublin,CA,3450 cydonia ct,94568,3.0,2.5,2199.0,6636.0,1694000.0,single family,80.0,770.0,2 ,2011.0,,,,-,-
/realestateandhomes-detail/5527-Old-Westbury-Way_Dublin_CA_94568_M13242-82795,dublin,CA,5527 old westbury way,94568,3.0,2.5,1886.0,3765.0,1390000.0,single family,203.0,737.0,2 ,2002.0,,,,dublin (925) 828-2551,-
/realestateandhomes-detail/8034-Brittany-Dr_Dublin_CA_94568_M12410-44284,dublin,CA,8034 brittany dr,94568,5.0,3.0,3000.0,0.24,1799999.0,single family,23.0,600.0,3 ,1988.0,1599000.0,1437500.0,699.0,dublin,-
/realestateandhomes-detail/6810-Langmuir-Ln_Dublin_CA_94568_M25464-07090,dublin,CA,6810 langmuir ln,94568,4.0,2.0,1305.0,6686.0,1075000.0,single family,,824.0,2 ,1964.0,1248500.0,1252500.0,807.0,-,compass
/realestateandhomes-detail/6231-Sussex-Dr_Dublin_CA_94568_M11709-99782,dublin,CA,6231 sussex dr,94568,3.0,2.5,1396.0,1902.0,945000.0,townhome,138.0,677.0,2 ,2002.0,,,,-,-
/realestateandhomes-detail/5966-Lombard-St_Dublin_CA_94568_M96801-03510,dublin,CA,5966 lombard st,94568,4.0,2.5,2539.0,2295.0,1499000.0,single family,155.0,590.0,2 ,2019.0,1512056.0,1185000.0,629.0,dublin (925) 828-2551,-
/realestateandhomes-detail/8429-Locust-Pl-N_Dublin_CA_94568_M10739-06532,dublin,CA,8429 locust pl n,94568,4.0,2.5,1664.0,3697.0,1179000.0,single family,50.0,709.0,2 ,1982.0,1248500.0,1252500.0,807.0,dublin unified,-
/realestateandhomes-detail/11643-Silvergate-Dr_Dublin_CA_94568_M24605-83625,dublin,CA,11643 silvergate dr,94568,4.0,2.0,1888.0,7153.0,1390000.0,single family,,736.0,2 ,1968.0,1599000.0,1437500.0,699.0,-,-
/realestateandhomes-detail/6816-Cedar-Ln_Dublin_CA_94568_M26884-27597,dublin,CA,6816 cedar ln,94568,3.0,1.5,1060.0,5578.0,995000.0,single family,,939.0,2 ,1965.0,1199999.0,1250000.0,781.0,-,-
/realestateandhomes-detail/6822-Mansfield-Ave_Dublin_CA_94568_M25591-52043,dublin,CA,6822 mansfield ave,94568,3.0,2.0,1053.0,8322.0,999995.0,single family,,950.0,2 ,1964.0,1248500.0,1252500.0,807.0,-,compass
/realestateandhomes-detail/6773-Oak-Ct_Dublin_CA_94568_M26012-99824,dublin,CA,6773 oak ct,94568,3.0,2.5,1625.0,6575.0,1269000.0,single family,,781.0,2 ,1967.0,1199999.0,1250000.0,781.0,-,-
/realestateandhomes-detail/3641-Dublin-Blvd_Dublin_CA_94568_M20386-64432,dublin,CA,3641 dublin blvd,94568,2.0,2.5,1428.0,0.42,835000.0,condo,357.0,585.0,2 ,2004.0,1288444.0,1195000.0,612.0,alameda,-
/realestateandhomes-detail/2527-Vinton-Ave_Dublin_CA_94568_M15671-26660,dublin,CA,2527 vinton ave,94568,5.0,3.0,2457.0,5417.0,1988000.0,single family,76.0,809.0,2 ,2015.0,,,,dublin (925) 828-2551,-
/realestateandhomes-detail/6386-Ebensburg-Ln_Dublin_CA_94568_M26469-87869,dublin,CA,6386 ebensburg ln,94568,3.0,2.0,1260.0,5459.0,1089000.0,single family,,864.0,2 ,1966.0,1199999.0,1250000.0,781.0,-,-
/realestateandhomes-detail/3517-Rimini-Ln_Dublin_CA_94568_M13960-84453,dublin,CA,3517 rimini ln,94568,3.0,2.5,2887.0,4153.0,1658000.0,single family,195.0,574.0,2 ,2007.0,1288444.0,1195000.0,612.0,-,-
/realestateandhomes-detail/4282-Sunset-View-Dr_Dublin_CA_94568_M13396-71794,dublin,CA,4282 sunset view dr,94568,4.0,2.5,2251.0,3895.0,1599000.0,single family,72.0,710.0,2 ,2014.0,,,,dublin (925) 828-2551,compass
/realestateandhomes-detail/3580-Rocking-Horse-Ct_Dublin_CA_94568_M26564-09182,dublin,CA,3580 rocking horse ct,94568,3.0,2.5,1775.0,2720.0,1399000.0,single family,82.0,788.0,2 ,2007.0,,,,dublin (925) 828-2551,-
/realestateandhomes-detail/11403-Betlen-Dr_Dublin_CA_94568_M24432-17695,dublin,CA,11403 betlen dr,94568,3.0,2.0,1860.0,0.24,1350000.0,single family,,726.0,2 ,1966.0,1599000.0,1437500.0,699.0,dublin (925) 828-2551,select properties
/realestateandhomes-detail/4056-Cassata-Pl_Dublin_CA_94568_M20504-95589,dublin,CA,4056 cassata pl,94568,4.0,2.5,2334.0,4484.0,1725000.0,single family,200.0,739.0,2 ,2003.0,,,,dublin (925) 828-2551,coldwell banker realty
/realestateandhomes-detail/6885-Brighton-Dr_Dublin_CA_94568_M26472-11465,dublin,CA,6885 brighton dr,94568,3.0,2.0,1288.0,6501.0,1075000.0,single family,,835.0,1 ,1965.0,1248500.0,1252500.0,807.0,dublin unified,-
/realestateandhomes-detail/6653-Spruce-Ln_Dublin_CA_94568_M26316-71567,dublin,CA,6653 spruce ln,94568,3.0,2.0,1280.0,5398.0,975000.0,single family,,762.0,2 ,1966.0,1199999.0,1250000.0,781.0,dublin unified,-
/realestateandhomes-detail/38345-Blacow-Rd_Fremont_CA_94536_M20234-39599,fremont,CA,38345 blacow rd,94536,4.0,2.0,1607.0,8698.0,1350000.0,single family,21.0,840.0,2 ,1959.0,1580000.0,1370000.0,876.0,fremont (510) 657-2350,berkshire hathaway homeservices drysdale properties
/realestateandhomes-detail/4762-Driftwood-Dr_Fremont_CA_94536_M19494-66703,fremont,CA,4762 driftwood dr,94536,3.0,2.0,1167.0,5580.0,1199000.0,single family,,1027.0,2 ,1955.0,784990.0,860000.0,735.0,alameda,-
/realestateandhomes-detail/5322-Tallman-Ct_Fremont_CA_94536_M27365-49301,fremont,CA,5322 tallman ct,94536,4.0,2.0,1635.0,0.27,1559950.0,single family,25.0,954.0,2 ,1963.0,1580000.0,1370000.0,876.0,alameda,-
/realestateandhomes-detail/45009-Challenge-Cmn-Unit-200_Fremont_CA_94538_M94355-36900,fremont,CA,45009 challenge cmn unit 200,94538,2.0,2.0,1279.0,9498.0,950000.0,condo,487.0,743.0,1 ,2020.0,1458888.0,1765000.0,722.0,-,-
/realestateandhomes-detail/36345-Frobisher-Dr_Fremont_CA_94536_M18164-27288,fremont,CA,36345 frobisher dr,94536,4.0,2.0,1599.0,6609.0,1200000.0,single family,,750.0,2 ,1956.0,1195000.0,1215000.0,771.0,-,-
/realestateandhomes-detail/38275-Ballard-Dr_Fremont_CA_94536_M20782-57800,fremont,CA,38275 ballard dr,94536,5.0,3.0,2425.0,8250.0,1998000.0,single family,25.0,824.0,2 ,1960.0,1580000.0,1370000.0,876.0,-,coldwell banker realty
/realestateandhomes-detail/3777-Oxford-Cmn_Fremont_CA_94536_M22329-11462,fremont,CA,3777 oxford cmn,94536,2.0,1.5,1024.0,792.0,745000.0,townhome,295.0,728.0,,1973.0,784990.0,860000.0,735.0,-,-
/realestateandhomes-detail/37490-Parish-Cir-E19_Fremont_CA_94536_M23655-34223,fremont,CA,37490 parish cir unit 19e,94536,2.0,2.0,942.0,2.84,649000.0,condo,310.0,689.0,1 ,1989.0,784990.0,860000.0,735.0,-,-
/realestateandhomes-detail/41004-Genesis-Cmn_Fremont_CA_94538_M16240-93446,fremont,CA,41004 genesis cmn,94538,3.0,2.5,1662.0,1025.0,1099900.0,townhome,282.0,662.0,2 ,2018.0,1199800.0,1350000.0,797.0,-,coldwell banker realty
